 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 01, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\15C6_in_Mylar.txt

 Ion = Carbon [6] , Mass = 15.00731 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036.36    004.20   
      C      6    045.45    062.50   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   1.716E+02  6.476E+01    2013 A       468 A       403 A   
  55.00 keV   1.786E+02  6.145E+01    2205 A       496 A       434 A   
  60.00 keV   1.851E+02  5.850E+01    2394 A       523 A       463 A   
  65.00 keV   1.913E+02  5.587E+01    2582 A       548 A       492 A   
  70.00 keV   1.971E+02  5.350E+01    2767 A       572 A       519 A   
  80.00 keV   2.080E+02  4.940E+01    3133 A       616 A       572 A   
  90.00 keV   2.179E+02  4.596E+01    3492 A       657 A       621 A   
 100.00 keV   2.270E+02  4.303E+01    3844 A       694 A       667 A   
 110.00 keV   2.355E+02  4.050E+01    4189 A       728 A       711 A   
 120.00 keV   2.435E+02  3.828E+01    4528 A       759 A       753 A   
 130.00 keV   2.510E+02  3.633E+01    4862 A       789 A       792 A   
 140.00 keV   2.582E+02  3.459E+01    5190 A       816 A       830 A   
 150.00 keV   2.649E+02  3.304E+01    5514 A       842 A       866 A   
 160.00 keV   2.714E+02  3.163E+01    5832 A       866 A       901 A   
 170.00 keV   2.775E+02  3.035E+01    6146 A       889 A       934 A   
 180.00 keV   2.835E+02  2.919E+01    6456 A       911 A       965 A   
 200.00 keV   2.948E+02  2.714E+01    7063 A       953 A      1025 A   
 225.00 keV   3.083E+02  2.499E+01    7801 A      1000 A      1094 A   
 250.00 keV   3.214E+02  2.319E+01    8516 A      1043 A      1158 A   
 275.00 keV   3.342E+02  2.166E+01    9210 A      1081 A      1217 A   
 300.00 keV   3.469E+02  2.033E+01    9884 A      1116 A      1271 A   
 325.00 keV   3.595E+02  1.918E+01    1.05 um     1147 A      1322 A   
 350.00 keV   3.719E+02  1.817E+01    1.12 um     1176 A      1369 A   
 375.00 keV   3.842E+02  1.726E+01    1.18 um     1202 A      1413 A   
 400.00 keV   3.963E+02  1.646E+01    1.24 um     1226 A      1454 A   
 450.00 keV   4.201E+02  1.507E+01    1.36 um     1274 A      1530 A   
 500.00 keV   4.430E+02  1.392E+01    1.47 um     1316 A      1598 A   
 550.00 keV   4.650E+02  1.294E+01    1.57 um     1352 A      1658 A   
 600.00 keV   4.863E+02  1.211E+01    1.67 um     1384 A      1713 A   
 650.00 keV   5.068E+02  1.138E+01    1.77 um     1413 A      1763 A   
 700.00 keV   5.266E+02  1.075E+01    1.86 um     1439 A      1809 A   
 800.00 keV   5.641E+02  9.689E+00    2.04 um     1494 A      1891 A   
 900.00 keV   5.991E+02  8.834E+00    2.21 um     1540 A      1961 A   
   1.00 MeV   6.319E+02  8.129E+00    2.37 um     1579 A      2023 A   
   1.10 MeV   6.627E+02  7.536E+00    2.52 um     1614 A      2077 A   
   1.20 MeV   6.916E+02  7.031E+00    2.66 um     1644 A      2127 A   
   1.30 MeV   7.189E+02  6.595E+00    2.80 um     1672 A      2171 A   
   1.40 MeV   7.445E+02  6.213E+00    2.94 um     1696 A      2211 A   
   1.50 MeV   7.686E+02  5.877E+00    3.07 um     1719 A      2248 A   
   1.60 MeV   7.913E+02  5.578E+00    3.20 um     1740 A      2283 A   
   1.70 MeV   8.126E+02  5.310E+00    3.32 um     1759 A      2314 A   
   1.80 MeV   8.327E+02  5.069E+00    3.44 um     1777 A      2344 A   
   2.00 MeV   8.691E+02  4.651E+00    3.67 um     1824 A      2398 A   
   2.25 MeV   9.084E+02  4.223E+00    3.95 um     1884 A      2457 A   
   2.50 MeV   9.416E+02  3.872E+00    4.22 um     1937 A      2510 A   
   2.75 MeV   9.694E+02  3.579E+00    4.48 um     1985 A      2557 A   
   3.00 MeV   9.925E+02  3.330E+00    4.73 um     2029 A      2600 A   
   3.25 MeV   1.012E+03  3.115E+00    4.98 um     2070 A      2639 A   
   3.50 MeV   1.027E+03  2.928E+00    5.23 um     2108 A      2676 A   
   3.75 MeV   1.040E+03  2.764E+00    5.47 um     2145 A      2710 A   
   4.00 MeV   1.051E+03  2.619E+00    5.70 um     2180 A      2743 A   
   4.50 MeV   1.066E+03  2.372E+00    6.17 um     2295 A      2803 A   
   5.00 MeV   1.075E+03  2.170E+00    6.64 um     2401 A      2858 A   
   5.50 MeV   1.079E+03  2.002E+00    7.10 um     2501 A      2910 A   
   6.00 MeV   1.080E+03  1.860E+00    7.57 um     2596 A      2958 A   
   6.50 MeV   1.078E+03  1.738E+00    8.03 um     2688 A      3005 A   
   7.00 MeV   1.075E+03  1.631E+00    8.49 um     2777 A      3049 A   
   8.00 MeV   1.062E+03  1.456E+00    9.42 um     3092 A      3134 A   
   9.00 MeV   1.045E+03  1.316E+00   10.37 um     3386 A      3215 A   
  10.00 MeV   1.025E+03  1.202E+00   11.34 um     3665 A      3293 A   
  11.00 MeV   1.003E+03  1.107E+00   12.32 um     3935 A      3370 A   
  12.00 MeV   9.800E+02  1.027E+00   13.33 um     4198 A      3446 A   
  13.00 MeV   9.570E+02  9.587E-01   14.36 um     4457 A      3522 A   
  14.00 MeV   9.342E+02  8.991E-01   15.42 um     4713 A      3598 A   
  15.00 MeV   9.119E+02  8.469E-01   16.50 um     4968 A      3674 A   
  16.00 MeV   8.902E+02  8.007E-01   17.61 um     5221 A      3751 A   
  17.00 MeV   8.693E+02  7.596E-01   18.74 um     5475 A      3829 A   
  18.00 MeV   8.491E+02  7.228E-01   19.91 um     5729 A      3908 A   
  20.00 MeV   8.110E+02  6.594E-01   22.31 um     6687 A      4070 A   
  22.50 MeV   7.676E+02  5.949E-01   25.48 um     8073 A      4281 A   
  25.00 MeV   7.284E+02  5.425E-01   28.82 um     9378 A      4502 A   
  27.50 MeV   6.929E+02  4.990E-01   32.34 um     1.06 um     4734 A   
  30.00 MeV   6.608E+02  4.623E-01   36.03 um     1.19 um     4977 A   
  32.50 MeV   6.386E+02  4.308E-01   39.88 um     1.31 um     5230 A   
  35.00 MeV   6.144E+02  4.036E-01   43.87 um     1.43 um     5494 A   
  37.50 MeV   5.895E+02  3.798E-01   48.02 um     1.55 um     5768 A   
  40.00 MeV   5.667E+02  3.588E-01   52.34 um     1.66 um     6054 A   
  45.00 MeV   5.264E+02  3.233E-01   61.49 um     2.11 um     6659 A   
  50.00 MeV   4.919E+02  2.945E-01   71.32 um     2.53 um     7311 A   
  55.00 MeV   4.618E+02  2.706E-01   81.80 um     2.94 um     8008 A   
  60.00 MeV   4.353E+02  2.505E-01   92.95 um     3.34 um     8750 A   
  65.00 MeV   4.119E+02  2.333E-01  104.76 um     3.74 um     9537 A   
  70.00 MeV   3.909E+02  2.184E-01  117.21 um     4.14 um     1.04 um  
  80.00 MeV   3.549E+02  1.939E-01  144.06 um     5.63 um     1.22 um  
  90.00 MeV   3.252E+02  1.745E-01  173.49 um     7.01 um     1.41 um  
 100.00 MeV   3.001E+02  1.588E-01  205.49 um     8.35 um     1.62 um  
 110.00 MeV   2.787E+02  1.459E-01  240.06 um     9.69 um     1.85 um  
 120.00 MeV   2.603E+02  1.349E-01  277.18 um    11.03 um     2.10 um  
 130.00 MeV   2.441E+02  1.256E-01  316.84 um    12.39 um     2.36 um  
 140.00 MeV   2.299E+02  1.175E-01  359.04 um    13.76 um     2.64 um  
 150.00 MeV   2.174E+02  1.104E-01  403.76 um    15.16 um     2.93 um  
 160.00 MeV   2.061E+02  1.042E-01  450.99 um    16.58 um     3.24 um  
 170.00 MeV   1.960E+02  9.865E-02  500.72 um    18.03 um     3.57 um  
 180.00 MeV   1.869E+02  9.370E-02  552.95 um    19.50 um     3.91 um  
 200.00 MeV   1.712E+02  8.521E-02  664.74 um    25.14 um     4.64 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.1584E-03                keV / (ug/cm2) 
  7.1584E-03                MeV / (mg/cm2) 
  7.1584E+00                keV / (mg/cm2) 
  1.0383E-01                 eV / (1E15 atoms/cm2)
  1.7502E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
