 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> December 19, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\4He2_in_Mylar.txt

 Ion = Helium [2] , Mass = 4.001506 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036.36    004.20   
      C      6    045.45    062.50   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = -0.83%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  45.00 keV   1.177E+02  3.923E+00    4646 A       858 A       949 A   
  50.00 keV   1.232E+02  3.635E+00    5027 A       883 A       991 A   
  55.00 keV   1.282E+02  3.390E+00    5395 A       906 A      1029 A   
  60.00 keV   1.329E+02  3.180E+00    5753 A       927 A      1064 A   
  65.00 keV   1.374E+02  2.996E+00    6100 A       945 A      1096 A   
  70.00 keV   1.417E+02  2.835E+00    6438 A       962 A      1126 A   
  80.00 keV   1.500E+02  2.564E+00    7088 A       994 A      1181 A   
  90.00 keV   1.578E+02  2.344E+00    7709 A      1021 A      1229 A   
 100.00 keV   1.653E+02  2.162E+00    8303 A      1044 A      1271 A   
 110.00 keV   1.724E+02  2.009E+00    8874 A      1065 A      1310 A   
 120.00 keV   1.792E+02  1.878E+00    9424 A      1084 A      1345 A   
 130.00 keV   1.856E+02  1.764E+00    9956 A      1100 A      1377 A   
 140.00 keV   1.917E+02  1.665E+00    1.05 um     1116 A      1407 A   
 150.00 keV   1.974E+02  1.577E+00    1.10 um     1129 A      1434 A   
 160.00 keV   2.029E+02  1.499E+00    1.15 um     1142 A      1460 A   
 170.00 keV   2.081E+02  1.428E+00    1.19 um     1154 A      1484 A   
 180.00 keV   2.130E+02  1.365E+00    1.24 um     1165 A      1506 A   
 200.00 keV   2.222E+02  1.255E+00    1.33 um     1188 A      1547 A   
 225.00 keV   2.323E+02  1.142E+00    1.44 um     1215 A      1593 A   
 250.00 keV   2.412E+02  1.049E+00    1.54 um     1239 A      1634 A   
 275.00 keV   2.490E+02  9.707E-01    1.64 um     1260 A      1671 A   
 300.00 keV   2.558E+02  9.043E-01    1.74 um     1279 A      1704 A   
 325.00 keV   2.617E+02  8.471E-01    1.84 um     1297 A      1735 A   
 350.00 keV   2.668E+02  7.972E-01    1.93 um     1314 A      1764 A   
 375.00 keV   2.712E+02  7.533E-01    2.02 um     1329 A      1791 A   
 400.00 keV   2.749E+02  7.143E-01    2.11 um     1344 A      1817 A   
 450.00 keV   2.807E+02  6.481E-01    2.29 um     1383 A      1864 A   
 500.00 keV   2.846E+02  5.938E-01    2.47 um     1419 A      1907 A   
 550.00 keV   2.868E+02  5.485E-01    2.64 um     1452 A      1947 A   
 600.00 keV   2.878E+02  5.101E-01    2.81 um     1484 A      1985 A   
 650.00 keV   2.877E+02  4.770E-01    2.99 um     1515 A      2021 A   
 700.00 keV   2.868E+02  4.482E-01    3.16 um     1545 A      2056 A   
 800.00 keV   2.831E+02  4.006E-01    3.51 um     1641 A      2122 A   
 900.00 keV   2.777E+02  3.626E-01    3.87 um     1734 A      2185 A   
   1.00 MeV   2.714E+02  3.316E-01    4.23 um     1825 A      2246 A   
   1.10 MeV   2.646E+02  3.058E-01    4.60 um     1915 A      2307 A   
   1.20 MeV   2.577E+02  2.839E-01    4.98 um     2005 A      2367 A   
   1.30 MeV   2.507E+02  2.652E-01    5.38 um     2096 A      2427 A   
   1.40 MeV   2.439E+02  2.489E-01    5.78 um     2187 A      2488 A   
   1.50 MeV   2.373E+02  2.346E-01    6.19 um     2279 A      2549 A   
   1.60 MeV   2.309E+02  2.219E-01    6.62 um     2373 A      2611 A   
   1.70 MeV   2.248E+02  2.107E-01    7.06 um     2468 A      2674 A   
   1.80 MeV   2.189E+02  2.005E-01    7.51 um     2564 A      2739 A   
   2.00 MeV   2.080E+02  1.831E-01    8.44 um     2914 A      2871 A   
   2.25 MeV   1.956E+02  1.654E-01    9.68 um     3433 A      3045 A   
   2.50 MeV   1.845E+02  1.509E-01   11.00 um     3937 A      3228 A   
   2.75 MeV   1.747E+02  1.389E-01   12.39 um     4434 A      3422 A   
   3.00 MeV   1.658E+02  1.288E-01   13.85 um     4929 A      3627 A   
   3.25 MeV   1.578E+02  1.201E-01   15.40 um     5426 A      3843 A   
   3.50 MeV   1.505E+02  1.126E-01   17.02 um     5925 A      4070 A   
   3.75 MeV   1.439E+02  1.060E-01   18.72 um     6429 A      4308 A   
   4.00 MeV   1.379E+02  1.002E-01   20.49 um     6938 A      4558 A   
   4.50 MeV   1.274E+02  9.036E-02   24.26 um     8818 A      5092 A   
   5.00 MeV   1.184E+02  8.237E-02   28.33 um     1.06 um     5670 A   
   5.50 MeV   1.107E+02  7.574E-02   32.69 um     1.23 um     6292 A   
   6.00 MeV   1.040E+02  7.015E-02   37.35 um     1.41 um     6958 A   
   6.50 MeV   9.809E+01  6.537E-02   42.29 um     1.58 um     7665 A   
   7.00 MeV   9.288E+01  6.122E-02   47.53 um     1.75 um     8414 A   
   8.00 MeV   8.406E+01  5.440E-02   58.84 um     2.39 um     1.00 um  
   9.00 MeV   7.792E+01  4.900E-02   71.18 um     2.97 um     1.18 um  
  10.00 MeV   7.194E+01  4.463E-02   84.53 um     3.54 um     1.37 um  
  11.00 MeV   6.686E+01  4.100E-02   98.94 um     4.10 um     1.58 um  
  12.00 MeV   6.252E+01  3.794E-02  114.40 um     4.66 um     1.79 um  
  13.00 MeV   5.877E+01  3.533E-02  130.88 um     5.23 um     2.03 um  
  14.00 MeV   5.548E+01  3.307E-02  148.38 um     5.81 um     2.27 um  
  15.00 MeV   5.257E+01  3.109E-02  166.89 um     6.39 um     2.53 um  
  16.00 MeV   4.999E+01  2.935E-02  186.38 um     6.99 um     2.80 um  
  17.00 MeV   4.767E+01  2.780E-02  206.85 um     7.59 um     3.09 um  
  18.00 MeV   4.558E+01  2.641E-02  228.29 um     8.20 um     3.38 um  
  20.00 MeV   4.194E+01  2.403E-02  274.01 um    10.49 um     4.02 um  
  22.50 MeV   3.821E+01  2.162E-02  336.43 um    13.77 um     4.88 um  
  25.00 MeV   3.513E+01  1.967E-02  404.63 um    16.88 um     5.81 um  
  27.50 MeV   3.256E+01  1.805E-02  478.51 um    19.92 um     6.82 um  
  30.00 MeV   3.037E+01  1.669E-02  557.98 um    22.94 um     7.90 um  
  32.50 MeV   2.847E+01  1.553E-02  642.95 um    25.98 um     9.05 um  
  35.00 MeV   2.682E+01  1.452E-02  733.36 um    29.04 um    10.26 um  
  37.50 MeV   2.537E+01  1.365E-02  829.14 um    32.13 um    11.55 um  
  40.00 MeV   2.408E+01  1.287E-02  930.22 um    35.27 um    12.90 um  
  45.00 MeV   2.189E+01  1.157E-02    1.15 mm    47.00 um    15.81 um  
  50.00 MeV   2.009E+01  1.052E-02    1.39 mm    58.03 um    18.97 um  
  55.00 MeV   1.859E+01  9.648E-03    1.64 mm    68.80 um    22.39 um  
  60.00 MeV   1.732E+01  8.916E-03    1.92 mm    79.49 um    26.06 um  
  65.00 MeV   1.623E+01  8.291E-03    2.22 mm    90.22 um    29.97 um  
  70.00 MeV   1.527E+01  7.751E-03    2.54 mm   101.03 um    34.12 um  
  80.00 MeV   1.370E+01  6.865E-03    3.23 mm   141.07 um    43.13 um  
  90.00 MeV   1.244E+01  6.167E-03    4.00 mm   178.37 um    53.06 um  
 100.00 MeV   1.142E+01  5.602E-03    4.83 mm   214.77 um    63.88 um  
 110.00 MeV   1.056E+01  5.135E-03    5.75 mm   251.01 um    75.56 um  
 120.00 MeV   9.842E+00  4.743E-03    6.73 mm   287.42 um    88.10 um  
 130.00 MeV   9.223E+00  4.409E-03    7.77 mm   324.18 um   101.46 um  
 140.00 MeV   8.685E+00  4.120E-03    8.89 mm   361.38 um   115.64 um  
 150.00 MeV   8.214E+00  3.868E-03   10.07 mm   399.09 um   130.61 um  
 160.00 MeV   7.798E+00  3.646E-03   11.32 mm   437.33 um   146.36 um  
 170.00 MeV   7.427E+00  3.449E-03   12.64 mm   476.11 um   162.88 um  
 180.00 MeV   7.094E+00  3.273E-03   14.01 mm   515.42 um   180.15 um  
 200.00 MeV   6.521E+00  2.972E-03   16.95 mm   664.14 um   216.89 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.1584E-03                keV / (ug/cm2) 
  7.1584E-03                MeV / (mg/cm2) 
  7.1584E+00                keV / (mg/cm2) 
  1.0383E-01                 eV / (1E15 atoms/cm2)
  8.9412E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
