 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> December 19, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\2H1_in_Mylar.txt

 Ion = Hydrogen [1] , Mass = 2.013553 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036.36    004.20   
      C      6    045.45    062.50   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = -4.30%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  45.00 keV   8.085E+01  6.244E-01    7600 A      1039 A      1277 A   
  50.00 keV   8.403E+01  5.752E-01    8185 A      1061 A      1319 A   
  55.00 keV   8.688E+01  5.339E-01    8752 A      1081 A      1357 A   
  60.00 keV   8.943E+01  4.985E-01    9303 A      1099 A      1392 A   
  65.00 keV   9.172E+01  4.679E-01    9841 A      1116 A      1425 A   
  70.00 keV   9.378E+01  4.412E-01    1.04 um     1131 A      1455 A   
  80.00 keV   9.729E+01  3.966E-01    1.14 um     1162 A      1510 A   
  90.00 keV   1.001E+02  3.607E-01    1.24 um     1189 A      1559 A   
 100.00 keV   1.024E+02  3.313E-01    1.34 um     1214 A      1604 A   
 110.00 keV   1.041E+02  3.067E-01    1.43 um     1237 A      1646 A   
 120.00 keV   1.054E+02  2.857E-01    1.53 um     1258 A      1685 A   
 130.00 keV   1.063E+02  2.676E-01    1.62 um     1278 A      1721 A   
 140.00 keV   1.069E+02  2.518E-01    1.71 um     1297 A      1756 A   
 150.00 keV   1.072E+02  2.379E-01    1.80 um     1316 A      1789 A   
 160.00 keV   1.072E+02  2.256E-01    1.90 um     1333 A      1822 A   
 170.00 keV   1.070E+02  2.146E-01    1.99 um     1350 A      1853 A   
 180.00 keV   1.066E+02  2.047E-01    2.08 um     1367 A      1883 A   
 200.00 keV   1.053E+02  1.875E-01    2.27 um     1412 A      1942 A   
 225.00 keV   1.031E+02  1.700E-01    2.51 um     1474 A      2013 A   
 250.00 keV   1.005E+02  1.556E-01    2.75 um     1536 A      2083 A   
 275.00 keV   9.760E+01  1.437E-01    3.00 um     1598 A      2152 A   
 300.00 keV   9.467E+01  1.335E-01    3.26 um     1660 A      2221 A   
 325.00 keV   9.175E+01  1.248E-01    3.53 um     1724 A      2290 A   
 350.00 keV   8.890E+01  1.172E-01    3.80 um     1788 A      2360 A   
 375.00 keV   8.616E+01  1.106E-01    4.09 um     1854 A      2432 A   
 400.00 keV   8.355E+01  1.047E-01    4.38 um     1921 A      2505 A   
 450.00 keV   7.872E+01  9.469E-02    5.00 um     2149 A      2656 A   
 500.00 keV   7.440E+01  8.654E-02    5.65 um     2378 A      2814 A   
 550.00 keV   7.056E+01  7.976E-02    6.33 um     2610 A      2980 A   
 600.00 keV   6.714E+01  7.403E-02    7.06 um     2846 A      3154 A   
 650.00 keV   6.407E+01  6.911E-02    7.82 um     3084 A      3336 A   
 700.00 keV   6.132E+01  6.483E-02    8.61 um     3326 A      3527 A   
 800.00 keV   5.658E+01  5.778E-02   10.31 um     4177 A      3933 A   
 900.00 keV   5.265E+01  5.218E-02   12.13 um     4991 A      4373 A   
   1.00 MeV   4.934E+01  4.762E-02   14.09 um     5787 A      4844 A   
   1.10 MeV   4.650E+01  4.383E-02   16.17 um     6576 A      5345 A   
   1.20 MeV   4.405E+01  4.064E-02   18.38 um     7363 A      5875 A   
   1.30 MeV   4.190E+01  3.790E-02   20.70 um     8151 A      6433 A   
   1.40 MeV   4.001E+01  3.552E-02   23.14 um     8942 A      7017 A   
   1.50 MeV   3.833E+01  3.344E-02   25.69 um     9736 A      7625 A   
   1.60 MeV   3.683E+01  3.160E-02   28.34 um     1.05 um     8258 A   
   1.70 MeV   3.549E+01  2.997E-02   31.10 um     1.13 um     8913 A   
   1.80 MeV   3.428E+01  2.850E-02   33.96 um     1.21 um     9589 A   
   2.00 MeV   3.219E+01  2.598E-02   39.97 um     1.50 um     1.10 um  
   2.25 MeV   3.042E+01  2.342E-02   47.95 um     1.90 um     1.29 um  
   2.50 MeV   2.865E+01  2.134E-02   56.40 um     2.27 um     1.48 um  
   2.75 MeV   2.699E+01  1.962E-02   65.38 um     2.62 um     1.68 um  
   3.00 MeV   2.553E+01  1.816E-02   74.88 um     2.97 um     1.90 um  
   3.25 MeV   2.422E+01  1.692E-02   84.92 um     3.32 um     2.12 um  
   3.50 MeV   2.303E+01  1.584E-02   95.49 um     3.67 um     2.35 um  
   3.75 MeV   2.195E+01  1.490E-02  106.60 um     4.02 um     2.60 um  
   4.00 MeV   2.096E+01  1.407E-02  118.23 um     4.37 um     2.85 um  
   4.50 MeV   1.924E+01  1.267E-02  143.10 um     5.66 um     3.38 um  
   5.00 MeV   1.779E+01  1.154E-02  170.09 um     6.89 um     3.96 um  
   5.50 MeV   1.656E+01  1.060E-02  199.18 um     8.08 um     4.57 um  
   6.00 MeV   1.551E+01  9.803E-03  230.34 um     9.27 um     5.22 um  
   6.50 MeV   1.459E+01  9.126E-03  263.55 um    10.45 um     5.91 um  
   7.00 MeV   1.378E+01  8.540E-03  298.77 um    11.65 um     6.64 um  
   8.00 MeV   1.243E+01  7.576E-03  375.08 um    16.01 um     8.21 um  
   9.00 MeV   1.134E+01  6.816E-03  459.20 um    20.08 um     9.93 um  
  10.00 MeV   1.045E+01  6.200E-03  550.96 um    24.05 um    11.78 um  
  11.00 MeV   9.693E+00  5.690E-03  650.23 um    28.00 um    13.78 um  
  12.00 MeV   9.050E+00  5.261E-03  756.89 um    31.97 um    15.92 um  
  13.00 MeV   8.493E+00  4.895E-03  870.83 um    35.99 um    18.19 um  
  14.00 MeV   8.008E+00  4.578E-03  991.96 um    40.05 um    20.59 um  
  15.00 MeV   7.579E+00  4.302E-03    1.12 mm    44.17 um    23.12 um  
  16.00 MeV   7.198E+00  4.058E-03    1.26 mm    48.36 um    25.78 um  
  17.00 MeV   6.857E+00  3.841E-03    1.40 mm    52.61 um    28.58 um  
  18.00 MeV   6.549E+00  3.648E-03    1.55 mm    56.93 um    31.49 um  
  20.00 MeV   6.017E+00  3.316E-03    1.87 mm    73.06 um    37.70 um  
  22.50 MeV   5.471E+00  2.980E-03    2.30 mm    96.13 um    46.15 um  
  25.00 MeV   5.024E+00  2.708E-03    2.78 mm   118.02 um    55.34 um  
  27.50 MeV   4.650E+00  2.483E-03    3.29 mm   139.48 um    65.26 um  
  30.00 MeV   4.333E+00  2.295E-03    3.85 mm   160.88 um    75.90 um  
  32.50 MeV   4.060E+00  2.133E-03    4.45 mm   182.37 um    87.24 um  
  35.00 MeV   3.822E+00  1.994E-03    5.08 mm   204.07 um    99.27 um  
  37.50 MeV   3.613E+00  1.873E-03    5.75 mm   226.03 um   111.98 um  
  40.00 MeV   3.428E+00  1.766E-03    6.46 mm   248.28 um   125.35 um  
  45.00 MeV   3.115E+00  1.586E-03    7.99 mm   331.05 um   154.07 um  
  50.00 MeV   2.859E+00  1.440E-03    9.66 mm   408.94 um   185.36 um  
  55.00 MeV   2.646E+00  1.320E-03   11.48 mm   485.00 um   219.14 um  
  60.00 MeV   2.465E+00  1.219E-03   13.44 mm   560.58 um   255.37 um  
  65.00 MeV   2.310E+00  1.133E-03   15.53 mm   636.35 um   293.97 um  
  70.00 MeV   2.176E+00  1.059E-03   17.76 mm   712.68 um   334.90 um  
  80.00 MeV   1.954E+00  9.366E-04   22.61 mm   993.59 um   423.58 um  
  90.00 MeV   1.778E+00  8.407E-04   27.97 mm     1.25 mm   521.04 um  
 100.00 MeV   1.635E+00  7.631E-04   33.83 mm     1.51 mm   626.96 um  
 110.00 MeV   1.516E+00  6.991E-04   40.18 mm     1.76 mm   741.05 um  
 120.00 MeV   1.415E+00  6.454E-04   47.00 mm     2.02 mm   863.03 um  
 130.00 MeV   1.329E+00  5.995E-04   54.29 mm     2.27 mm   992.65 um  
 140.00 MeV   1.255E+00  5.600E-04   62.03 mm     2.53 mm     1.13 mm  
 150.00 MeV   1.189E+00  5.255E-04   70.21 mm     2.79 mm     1.27 mm  
 160.00 MeV   1.132E+00  4.952E-04   78.82 mm     3.05 mm     1.43 mm  
 170.00 MeV   1.081E+00  4.683E-04   87.86 mm     3.32 mm     1.58 mm  
 180.00 MeV   1.035E+00  4.442E-04   97.31 mm     3.59 mm     1.75 mm  
 200.00 MeV   9.561E-01  4.031E-04  117.40 mm     4.60 mm     2.10 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.1584E-03                keV / (ug/cm2) 
  7.1584E-03                MeV / (mg/cm2) 
  7.1584E+00                keV / (mg/cm2) 
  1.0383E-01                 eV / (1E15 atoms/cm2)
  2.7883E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
