 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 01, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\13C6_in_Mylar.txt

 Ion = Carbon [6] , Mass = 13.00006 amu

 Target Density =  1.3970E+00 g/cm3 = 9.6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036.36    004.20   
      C      6    045.45    062.50   
      O      8    018.18    033.30   
 ====================================
 Bragg Correction = -6.57%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  50.00 keV   1.822E+02  5.822E+01    2000 A       474 A       413 A   
  55.00 keV   1.895E+02  5.518E+01    2187 A       502 A       444 A   
  60.00 keV   1.963E+02  5.249E+01    2373 A       527 A       473 A   
  65.00 keV   2.027E+02  5.008E+01    2556 A       551 A       501 A   
  70.00 keV   2.088E+02  4.792E+01    2737 A       574 A       528 A   
  80.00 keV   2.201E+02  4.419E+01    3093 A       617 A       579 A   
  90.00 keV   2.304E+02  4.107E+01    3441 A       656 A       627 A   
 100.00 keV   2.399E+02  3.841E+01    3782 A       691 A       672 A   
 110.00 keV   2.488E+02  3.612E+01    4117 A       723 A       715 A   
 120.00 keV   2.571E+02  3.412E+01    4445 A       753 A       755 A   
 130.00 keV   2.650E+02  3.236E+01    4768 A       781 A       793 A   
 140.00 keV   2.724E+02  3.080E+01    5085 A       807 A       829 A   
 150.00 keV   2.794E+02  2.940E+01    5397 A       831 A       864 A   
 160.00 keV   2.862E+02  2.813E+01    5704 A       854 A       897 A   
 170.00 keV   2.927E+02  2.698E+01    6007 A       876 A       929 A   
 180.00 keV   2.991E+02  2.594E+01    6305 A       896 A       959 A   
 200.00 keV   3.114E+02  2.410E+01    6888 A       935 A      1016 A   
 225.00 keV   3.264E+02  2.217E+01    7595 A       979 A      1081 A   
 250.00 keV   3.411E+02  2.056E+01    8277 A      1019 A      1141 A   
 275.00 keV   3.557E+02  1.919E+01    8937 A      1054 A      1196 A   
 300.00 keV   3.701E+02  1.801E+01    9576 A      1086 A      1247 A   
 325.00 keV   3.843E+02  1.698E+01    1.02 um     1114 A      1294 A   
 350.00 keV   3.983E+02  1.608E+01    1.08 um     1140 A      1338 A   
 375.00 keV   4.120E+02  1.527E+01    1.14 um     1164 A      1379 A   
 400.00 keV   4.255E+02  1.455E+01    1.19 um     1185 A      1417 A   
 450.00 keV   4.517E+02  1.332E+01    1.30 um     1229 A      1486 A   
 500.00 keV   4.767E+02  1.229E+01    1.41 um     1266 A      1548 A   
 550.00 keV   5.007E+02  1.143E+01    1.50 um     1298 A      1603 A   
 600.00 keV   5.237E+02  1.069E+01    1.60 um     1327 A      1653 A   
 650.00 keV   5.458E+02  1.005E+01    1.69 um     1352 A      1698 A   
 700.00 keV   5.670E+02  9.485E+00    1.78 um     1375 A      1740 A   
 800.00 keV   6.070E+02  8.544E+00    1.94 um     1424 A      1813 A   
 900.00 keV   6.441E+02  7.787E+00    2.10 um     1465 A      1876 A   
   1.00 MeV   6.787E+02  7.162E+00    2.25 um     1501 A      1932 A   
   1.10 MeV   7.108E+02  6.638E+00    2.39 um     1532 A      1981 A   
   1.20 MeV   7.408E+02  6.192E+00    2.52 um     1559 A      2025 A   
   1.30 MeV   7.688E+02  5.806E+00    2.66 um     1584 A      2065 A   
   1.40 MeV   7.948E+02  5.469E+00    2.78 um     1606 A      2101 A   
   1.50 MeV   8.191E+02  5.171E+00    2.90 um     1626 A      2134 A   
   1.60 MeV   8.417E+02  4.907E+00    3.02 um     1645 A      2165 A   
   1.70 MeV   8.626E+02  4.671E+00    3.14 um     1663 A      2194 A   
   1.80 MeV   8.821E+02  4.458E+00    3.25 um     1679 A      2221 A   
   2.00 MeV   9.167E+02  4.090E+00    3.47 um     1723 A      2270 A   
   2.25 MeV   9.530E+02  3.712E+00    3.74 um     1779 A      2324 A   
   2.50 MeV   9.825E+02  3.402E+00    4.00 um     1830 A      2372 A   
   2.75 MeV   1.006E+03  3.144E+00    4.25 um     1876 A      2416 A   
   3.00 MeV   1.025E+03  2.924E+00    4.49 um     1919 A      2456 A   
   3.25 MeV   1.040E+03  2.736E+00    4.73 um     1959 A      2493 A   
   3.50 MeV   1.052E+03  2.571E+00    4.97 um     1997 A      2527 A   
   3.75 MeV   1.061E+03  2.427E+00    5.20 um     2034 A      2560 A   
   4.00 MeV   1.068E+03  2.299E+00    5.44 um     2069 A      2591 A   
   4.50 MeV   1.077E+03  2.082E+00    5.90 um     2185 A      2648 A   
   5.00 MeV   1.080E+03  1.904E+00    6.37 um     2294 A      2702 A   
   5.50 MeV   1.079E+03  1.756E+00    6.83 um     2397 A      2753 A   
   6.00 MeV   1.075E+03  1.631E+00    7.29 um     2496 A      2801 A   
   6.50 MeV   1.069E+03  1.524E+00    7.76 um     2592 A      2847 A   
   7.00 MeV   1.061E+03  1.430E+00    8.22 um     2686 A      2892 A   
   8.00 MeV   1.040E+03  1.276E+00    9.17 um     3021 A      2978 A   
   9.00 MeV   1.016E+03  1.153E+00   10.15 um     3334 A      3061 A   
  10.00 MeV   9.904E+02  1.053E+00   11.14 um     3634 A      3143 A   
  11.00 MeV   9.639E+02  9.702E-01   12.16 um     3925 A      3224 A   
  12.00 MeV   9.375E+02  8.999E-01   13.21 um     4211 A      3306 A   
  13.00 MeV   9.117E+02  8.397E-01   14.29 um     4493 A      3388 A   
  14.00 MeV   8.868E+02  7.874E-01   15.40 um     4773 A      3470 A   
  15.00 MeV   8.628E+02  7.416E-01   16.55 um     5053 A      3554 A   
  16.00 MeV   8.398E+02  7.012E-01   17.72 um     5331 A      3640 A   
  17.00 MeV   8.179E+02  6.651E-01   18.93 um     5611 A      3727 A   
  18.00 MeV   7.970E+02  6.328E-01   20.16 um     5890 A      3815 A   
  20.00 MeV   7.580E+02  5.772E-01   22.73 um     6947 A      3998 A   
  22.50 MeV   7.142E+02  5.207E-01   26.13 um     8473 A      4238 A   
  25.00 MeV   6.751E+02  4.747E-01   29.73 um     9911 A      4492 A   
  27.50 MeV   6.455E+02  4.366E-01   33.51 um     1.13 um     4759 A   
  30.00 MeV   6.180E+02  4.044E-01   37.47 um     1.26 um     5039 A   
  32.50 MeV   5.893E+02  3.769E-01   41.61 um     1.39 um     5332 A   
  35.00 MeV   5.632E+02  3.531E-01   45.95 um     1.53 um     5639 A   
  37.50 MeV   5.395E+02  3.322E-01   50.48 um     1.66 um     5960 A   
  40.00 MeV   5.178E+02  3.138E-01   55.21 um     1.79 um     6295 A   
  45.00 MeV   4.797E+02  2.827E-01   65.24 um     2.29 um     7008 A   
  50.00 MeV   4.470E+02  2.575E-01   76.03 um     2.76 um     7776 A   
  55.00 MeV   4.187E+02  2.366E-01   87.59 um     3.21 um     8600 A   
  60.00 MeV   3.938E+02  2.190E-01   99.90 um     3.66 um     9478 A   
  65.00 MeV   3.719E+02  2.039E-01  112.96 um     4.10 um     1.04 um  
  70.00 MeV   3.523E+02  1.909E-01  126.77 um     4.55 um     1.14 um  
  80.00 MeV   3.189E+02  1.695E-01  156.59 um     6.22 um     1.35 um  
  90.00 MeV   2.914E+02  1.525E-01  189.39 um     7.77 um     1.58 um  
 100.00 MeV   2.684E+02  1.388E-01  225.14 um     9.28 um     1.84 um  
 110.00 MeV   2.488E+02  1.274E-01  263.84 um    10.79 um     2.11 um  
 120.00 MeV   2.319E+02  1.179E-01  305.46 um    12.30 um     2.40 um  
 130.00 MeV   2.173E+02  1.097E-01  350.00 um    13.84 um     2.72 um  
 140.00 MeV   2.044E+02  1.026E-01  397.44 um    15.40 um     3.05 um  
 150.00 MeV   1.931E+02  9.644E-02  447.77 um    16.98 um     3.40 um  
 160.00 MeV   1.830E+02  9.100E-02  500.96 um    18.59 um     3.77 um  
 170.00 MeV   1.739E+02  8.616E-02  557.01 um    20.23 um     4.16 um  
 180.00 MeV   1.658E+02  8.183E-02  615.88 um    21.90 um     4.57 um  
 200.00 MeV   1.517E+02  7.441E-02  741.97 um    28.28 um     5.45 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  7.1584E-03                keV / (ug/cm2) 
  7.1584E-03                MeV / (mg/cm2) 
  7.1584E+00                keV / (mg/cm2) 
  1.0383E-01                 eV / (1E15 atoms/cm2)
  1.8496E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
